hex,Poblacion,PCA,area_m2,Densidad_ha,NSE_5,NSE_3,hex_o,AllTrips_AvgTravelTimeAll_tpubl,AllTrips_AvgTravelTimeAll_tpubl_w,AllTrips_AvgTransfersAll_tpubl,AllTrips_AvgTransfersAll_tpubl_w,AllTrips_AvgTravelTimeAll_car,AllTrips_AvgTravelTimeAll_car_w,AllTrips_TravelTimeDowntown_tpubl,AllTrips_AvgTransfersDowntown_tpubl,AllTrips_TravelTimeDowntown_car,AllTrips_DistanceDowntown_car,AllTrips_TravelTimeDowntown_Difference,rate_tp_car_all,rate_tp_car_Downtown,AllTrips_walk_to_bus_origin_meters_w,AllTrips_walk_to_bus_total_meters_w,EsVe_Area_verdes_ha_2km,EsVe_Area_verdes_ha_800mts,EducInicPriv_QtAvgEst2km,EducInicPriv_QtAvgEst800mts,EducInicPriv_QtAvgEst1500mts,EducInicPriv_AvgTime_bus,EducInicPriv_AvgTime_walk,EducInicPubl_QtAvgEst2km,EducInicPubl_QtAvgEst800mts,EducInicPubl_QtAvgEst1500mts,EducInicPubl_AvgTime_bus,EducInicPubl_AvgTime_walk,EducPrimPriv_QtAvgEst2km,EducPrimPriv_QtAvgEst800mts,EducPrimPriv_QtAvgEst1500mts,EducPrimPriv_AvgTime_bus,EducPrimPriv_AvgTime_walk,EducPrimPubl_QtAvgEst2km,EducPrimPubl_QtAvgEst800mts,EducPrimPubl_QtAvgEst1500mts,EducPrimPubl_AvgTime_bus,EducPrimPubl_AvgTime_walk,EducSecuPriv_QtAvgEst2km,EducSecuPriv_QtAvgEst800mts,EducSecuPriv_QtAvgEst1500mts,EducSecuPriv_AvgTime_bus,EducSecuPriv_AvgTime_walk,EducSecuPubl_QtAvgEst2km,EducSecuPubl_QtAvgEst800mts,EducSecuPubl_QtAvgEst1500mts,EducSecuPubl_AvgTime_bus,EducSecuPubl_AvgTime_walk,SaluAtenPrim_QtAvgEst2km,SaluAtenPrim_QtAvgEst800mts,SaluAtenPrim_QtAvgEst1500mts,SaluAtenPrim_AvgTime_bus,SaluAtenPrim_AvgTime_walk,SaluHosp_QtAvgEst2km,SaluHosp_QtAvgEst800mts,SaluHosp_QtAvgEst1500mts,SaluHosp_AvgTime_bus,SaluHosp_AvgTime_walk,IndiAcce,Verde_m2habitante800m,Verde_m2habitante1500m,Verde_m2habitante2000m,city
8966e091d27ffff,314.0,2.400793196872527,109818.0,28.6,5 - Bajo,3 - Bajo,8866e091d3fffff,61.67,51.14,1.0,0.68,51.49,50.26,33.0,1.0,47.55,12.23,-14.55,1.02,0.69,960.9896827841084,1084.4995380351093,12.4,5.2,3.0,0.0,1.0,12.0,33.1,7.0,0.0,3.0,13.0,58.4,12.0,0.0,4.0,12.0,53.1,9.0,0.0,3.0,12.0,31.9,11.0,0.0,4.0,12.0,53.1,5.0,0.0,2.0,12.0,31.9,1.0,0.0,1.0,13.0,58.4,1.0,0.0,0.0,15.0,59.3,3. Media Baja,1.0179729372424513,7.750867298020129,7.523989494745246,Bogotá
8966e091d0bffff,8.0,-0.37127622372728697,109818.0,0.7,3 - Medio,2 - Medio,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d0fffff,7.0,-0.3712762237272869,109818.0,0.6,3 - Medio,2 - Medio,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d07ffff,876.0,-0.05528944645359216,109813.0,79.8,4 - Medio-Bajo,2 - Medio,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d17ffff,2390.0,0.018352008844508622,109808.0,217.7,4 - Medio-Bajo,2 - Medio,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d13ffff,2602.0,0.47970008630871186,109808.0,237.0,4 - Medio-Bajo,3 - Bajo,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d03ffff,727.0,0.4813477133640184,109813.0,66.2,4 - Medio-Bajo,3 - Bajo,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e091d1bffff,1960.0,0.9377171417734556,109813.0,178.5,5 - Bajo,3 - Bajo,8866e091d1fffff,62.29,51.64,1.0,0.68,51.46,50.34,33.0,1.0,47.55,12.23,-14.55,1.03,0.69,933.6383066153809,1614.0811166591013,14.3,5.2,5.0,1.0,2.0,10.0,36.3,9.0,1.0,6.0,10.0,9.5,14.0,3.0,7.0,8.0,7.9,11.0,1.0,7.0,10.0,9.5,13.0,3.0,6.0,8.0,7.9,7.0,0.0,4.0,10.0,31.3,1.0,0.0,1.0,11.0,11.2,1.0,0.0,1.0,10.0,32.0,3. Media Baja,0.9093906882368926,8.196836724239015,7.011819183744385,Bogotá
8966e09ae47ffff,199.0,-0.3697958947019939,109927.0,18.1,3 - Medio,2 - Medio,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae53ffff,2182.0,0.9072563060551548,109922.0,198.5,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae57ffff,513.0,0.9355764629001627,109922.0,46.7,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae4fffff,352.0,0.9835214720563082,109932.0,32.0,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae43ffff,435.0,1.5011226743336332,109927.0,39.6,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae4bffff,434.0,1.5011226743336332,109932.0,39.5,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e09ae5bffff,329.0,1.5011226743336332,109927.0,29.9,5 - Bajo,3 - Bajo,8866e09ae5fffff,181.36,196.9,0.0,0.0,65.7,68.6,,,67.47,22.239,,2.87,,3729.3653136531366,3729.3653136531366,44.0,6.8,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,9.466492284608812,6.019489397327812,4.724773458261211,Bogotá
8966e42f07bffff,1104.0,-0.3676050704579415,109477.0,100.8,3 - Medio,2 - Medio,8866e42f07fffff,177.93,189.66,0.0,0.0,11.74,0.92,,,,,,206.15,,1609.0,2001.0,3.4,0.0,7.0,3.0,6.0,10.0,9.9,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,18.0,51.1,1.0,0.0,0.0,20.0,25.6,2.0,0.0,1.0,12.0,18.7,3. Media Baja,0.4069174983168752,0.46969616727372693,1.0725969492394387,Bogotá
8966e42f06bffff,644.0,-0.2963519427534911,109482.0,58.8,3 - Medio,2 - Medio,8866e42f07fffff,177.93,189.66,0.0,0.0,11.74,0.92,,,,,,206.15,,1609.0,2001.0,3.4,0.0,7.0,3.0,6.0,10.0,9.9,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,18.0,51.1,1.0,0.0,0.0,20.0,25.6,2.0,0.0,1.0,12.0,18.7,3. Media Baja,0.4069174983168752,0.46969616727372693,1.0725969492394387,Bogotá
8966e42f063ffff,13.0,-0.2963519427534911,109477.0,1.2,3 - Medio,2 - Medio,8866e42f07fffff,177.93,189.66,0.0,0.0,11.74,0.92,,,,,,206.15,,1609.0,2001.0,3.4,0.0,7.0,3.0,6.0,10.0,9.9,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,16.0,44.7,4.0,2.0,2.0,10.0,10.3,3.0,0.0,0.0,18.0,51.1,1.0,0.0,0.0,20.0,25.6,2.0,0.0,1.0,12.0,18.7,3. Media Baja,0.4069174983168752,0.46969616727372693,1.0725969492394387,Bogotá
8966e42839bffff,5494.0,-0.33855500789908377,109516.0,501.7,3 - Medio,2 - Medio,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e428393ffff,5334.0,-0.22745062810153643,109511.0,487.1,3 - Medio,2 - Medio,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e428387ffff,3935.0,-0.19693515474984927,109516.0,359.3,4 - Medio-Bajo,2 - Medio,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e428397ffff,3302.0,-0.1851534818969086,109511.0,301.5,4 - Medio-Bajo,2 - Medio,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e42838bffff,4607.0,0.1341944020876805,109521.0,420.6,4 - Medio-Bajo,3 - Bajo,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e42838fffff,4270.0,0.1653985031833013,109521.0,389.9,4 - Medio-Bajo,3 - Bajo,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e428383ffff,5372.0,0.23696540561023544,109516.0,490.5,4 - Medio-Bajo,3 - Bajo,8866e42839fffff,76.14,66.1,1.23,1.25,51.28,47.39,62.0,1.0,48.62,16.76,13.38,1.39,1.28,535.9081276727907,1264.7884523496668,32.4,13.4,42.0,7.0,23.0,2.0,2.0,11.0,5.0,8.0,1.0,1.1,55.0,16.0,36.0,2.0,2.0,8.0,2.0,6.0,9.0,8.9,53.0,16.0,34.0,2.0,2.0,6.0,2.0,5.0,9.0,8.9,4.0,1.0,2.0,3.0,2.8,0.0,0.0,0.0,16.0,36.5,1. Alta,4.342045268686677,3.756409427579907,2.9446510166767137,Bogotá
8966e439e0bffff,427.0,-0.3369190703693989,109357.0,39.0,3 - Medio,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e0fffff,366.0,-0.3369190703693989,109357.0,33.5,3 - Medio,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e07ffff,47.0,-0.3369190703693989,109352.0,4.3,3 - Medio,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e17ffff,49.0,-0.3369190703693989,109347.0,4.5,3 - Medio,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e03ffff,462.0,-0.33691907036939883,109352.0,42.2,3 - Medio,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e13ffff,286.0,-0.17107300343554394,109347.0,26.2,4 - Medio-Bajo,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e1bffff,504.0,-0.15939138562571883,109352.0,46.1,4 - Medio-Bajo,2 - Medio,8866e439e1fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e47ffff,458.0,-0.3369190703693989,109362.0,41.9,3 - Medio,2 - Medio,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e4bffff,77.0,-0.3369190703693989,109367.0,7.0,3 - Medio,2 - Medio,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e4fffff,265.0,-0.3369190703693989,109367.0,24.2,3 - Medio,2 - Medio,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e43ffff,509.0,-0.1918444902077114,109362.0,46.5,4 - Medio-Bajo,2 - Medio,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e5bffff,23.0,-0.14944090774851937,109362.0,2.1,4 - Medio-Bajo,2 - Medio,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e57ffff,600.0,0.05385572484349683,109357.0,54.9,4 - Medio-Bajo,3 - Bajo,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e53ffff,569.0,0.20208064716562968,109357.0,52.0,4 - Medio-Bajo,3 - Bajo,8866e439e5fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e63ffff,187.0,-0.3369190703693989,109367.0,17.1,3 - Medio,2 - Medio,8866e439e7fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e7bffff,360.0,-0.3369190703693989,109367.0,32.9,3 - Medio,2 - Medio,8866e439e7fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e67ffff,35.0,-0.3369190703693989,109368.0,3.2,3 - Medio,2 - Medio,8866e439e7fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e77ffff,163.0,-0.3369190703693989,109362.0,14.9,3 - Medio,2 - Medio,8866e439e7fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e439e73ffff,456.0,-0.3369190703693989,109362.0,41.7,3 - Medio,2 - Medio,8866e439e7fffff,203.0,203.0,,0.0,75.78,74.71,,,77.32,34.798,,2.72,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,,,Bogotá
8966e438bb3ffff,675.0,-0.3260864247837818,109304.0,61.8,3 - Medio,2 - Medio,8866e438bbfffff,203.0,203.0,,0.0,60.82,56.65,,,58.48,28.6,,3.58,,3108.0,3108.0,2.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,0.6672324493045785,63.39867895046681,49.0893649840829,Bogotá
